State,STCNTY,Variable,Census_count,H0_count,H1_count,H0_inf_count,H1_inf_count,H1_withou_inf_count,H0_withou_inf_count,census_count
GA,13009,EP_POV,9,9,0,1,0,0.0,8.0,9.0
GA,13009,EP_UNEMP,9,9,1,1,0,1.0,8.0,9.0
GA,13009,EP_NOHSDP,9,9,1,1,0,1.0,8.0,9.0
GA,13009,EP_UNINSUR,9,9,1,1,0,1.0,8.0,9.0
GA,13009,EP_AGE65,9,9,1,1,0,1.0,8.0,9.0
GA,13009,EP_AGE17,9,9,0,1,0,0.0,8.0,9.0
GA,13009,EP_DISABL,9,9,1,1,0,1.0,8.0,9.0
GA,13009,EP_SNGPNT,9,9,1,1,0,1.0,8.0,9.0
GA,13009,EP_LIMENG,9,8,1,1,0,1.0,7.0,9.0
GA,13009,EP_MINRTY,9,9,1,1,0,1.0,8.0,9.0
GA,13009,EP_MUNIT,9,8,1,1,0,1.0,7.0,9.0
GA,13009,EP_MOBILE,9,9,0,1,0,0.0,8.0,9.0
GA,13009,EP_CROWD,9,8,1,1,0,1.0,7.0,9.0
GA,13009,EP_NOVEH,9,9,1,1,0,1.0,8.0,9.0
GA,13009,EP_GROUPQ,9,9,0,1,0,0.0,8.0,9.0
GA,13013,EP_POV,18,18,1,1,0,1.0,17.0,18.0
GA,13013,EP_UNEMP,18,18,1,1,0,1.0,17.0,18.0
GA,13013,EP_NOHSDP,18,18,2,1,0,2.0,17.0,18.0
GA,13013,EP_UNINSUR,18,18,2,1,0,2.0,17.0,18.0
GA,13013,EP_AGE65,18,18,1,1,0,1.0,17.0,18.0
GA,13013,EP_AGE17,18,18,1,1,0,1.0,17.0,18.0
GA,13013,EP_DISABL,18,18,1,1,0,1.0,17.0,18.0
GA,13013,EP_SNGPNT,18,18,1,1,0,1.0,17.0,18.0
GA,13013,EP_LIMENG,18,18,2,1,0,2.0,17.0,18.0
GA,13013,EP_MINRTY,18,18,1,1,0,1.0,17.0,18.0
GA,13013,EP_MUNIT,18,12,1,1,0,1.0,11.0,18.0
GA,13013,EP_MOBILE,18,18,2,1,0,2.0,17.0,18.0
GA,13013,EP_CROWD,18,18,1,1,0,1.0,17.0,18.0
GA,13013,EP_NOVEH,18,18,1,1,0,1.0,17.0,18.0
GA,13013,EP_GROUPQ,18,5,1,1,0,1.0,4.0,18.0
GA,13015,EP_POV,15,15,1,1,0,1.0,14.0,15.0
GA,13015,EP_UNEMP,15,15,1,1,0,1.0,14.0,15.0
GA,13015,EP_NOHSDP,15,15,1,1,0,1.0,14.0,15.0
GA,13015,EP_UNINSUR,15,15,0,1,0,0.0,14.0,15.0
GA,13015,EP_AGE65,15,15,0,1,0,0.0,14.0,15.0
GA,13015,EP_AGE17,15,15,0,1,0,0.0,14.0,15.0
GA,13015,EP_DISABL,15,15,0,1,0,0.0,14.0,15.0
GA,13015,EP_SNGPNT,15,15,1,1,0,1.0,14.0,15.0
GA,13015,EP_LIMENG,15,15,0,1,0,0.0,14.0,15.0
GA,13015,EP_MINRTY,15,15,0,1,0,0.0,14.0,15.0
GA,13015,EP_MUNIT,15,10,0,1,0,0.0,9.0,15.0
GA,13015,EP_MOBILE,15,15,0,1,0,0.0,14.0,15.0
GA,13015,EP_CROWD,15,15,1,1,0,1.0,14.0,15.0
GA,13015,EP_NOVEH,15,15,1,1,0,1.0,14.0,15.0
GA,13015,EP_GROUPQ,15,11,1,1,0,1.0,10.0,15.0
GA,13017,EP_POV,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_UNEMP,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_NOHSDP,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_UNINSUR,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_AGE65,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_AGE17,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_DISABL,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_SNGPNT,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_LIMENG,5,3,0,1,0,0.0,2.0,5.0
GA,13017,EP_MINRTY,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_MUNIT,5,3,0,1,0,0.0,2.0,5.0
GA,13017,EP_MOBILE,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_CROWD,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_NOVEH,5,5,0,1,0,0.0,4.0,5.0
GA,13017,EP_GROUPQ,5,3,0,1,0,0.0,2.0,5.0
GA,13019,EP_POV,6,6,0,1,0,0.0,5.0,6.0
GA,13019,EP_UNEMP,6,6,0,1,0,0.0,5.0,6.0
GA,13019,EP_NOHSDP,6,6,0,1,0,0.0,5.0,6.0
GA,13019,EP_UNINSUR,6,6,0,1,0,0.0,5.0,6.0
GA,13019,EP_AGE65,6,6,0,1,0,0.0,5.0,6.0
GA,13019,EP_AGE17,6,6,0,1,0,0.0,5.0,6.0
GA,13019,EP_DISABL,6,6,0,1,0,0.0,5.0,6.0
GA,13019,EP_SNGPNT,6,6,0,1,0,0.0,5.0,6.0
GA,13019,EP_LIMENG,6,5,0,1,0,0.0,4.0,6.0
GA,13019,EP_MINRTY,6,6,0,1,0,0.0,5.0,6.0
GA,13019,EP_MUNIT,6,2,0,1,0,0.0,1.0,6.0
GA,13019,EP_MOBILE,6,6,0,1,0,0.0,5.0,6.0
GA,13019,EP_CROWD,6,5,0,1,0,0.0,4.0,6.0
GA,13019,EP_NOVEH,6,6,0,1,0,0.0,5.0,6.0
GA,13019,EP_GROUPQ,6,4,0,1,0,0.0,3.0,6.0
GA,13021,EP_POV,44,44,5,1,0,5.0,43.0,44.0
GA,13021,EP_UNEMP,44,44,7,1,0,7.0,43.0,44.0
GA,13021,EP_NOHSDP,44,44,6,1,0,6.0,43.0,44.0
GA,13021,EP_UNINSUR,44,44,5,1,0,5.0,43.0,44.0
GA,13021,EP_AGE65,44,44,2,1,0,2.0,43.0,44.0
GA,13021,EP_AGE17,44,44,6,1,0,6.0,43.0,44.0
GA,13021,EP_DISABL,44,44,5,1,0,5.0,43.0,44.0
GA,13021,EP_SNGPNT,44,44,5,1,0,5.0,43.0,44.0
GA,13021,EP_LIMENG,44,30,6,1,0,6.0,29.0,44.0
GA,13021,EP_MINRTY,44,44,5,1,0,5.0,43.0,44.0
GA,13021,EP_MUNIT,44,40,4,1,0,4.0,39.0,44.0
GA,13021,EP_MOBILE,44,27,2,1,0,2.0,26.0,44.0
GA,13021,EP_CROWD,44,39,5,1,0,5.0,38.0,44.0
GA,13021,EP_NOVEH,44,44,5,1,0,5.0,43.0,44.0
GA,13021,EP_GROUPQ,44,35,4,1,0,4.0,34.0,44.0
GA,13027,EP_POV,5,5,1,1,0,1.0,4.0,5.0
GA,13027,EP_UNEMP,5,5,0,1,0,0.0,4.0,5.0
GA,13027,EP_NOHSDP,5,5,0,1,0,0.0,4.0,5.0
GA,13027,EP_UNINSUR,5,5,0,1,0,0.0,4.0,5.0
GA,13027,EP_AGE65,5,5,0,1,0,0.0,4.0,5.0
GA,13027,EP_AGE17,5,5,1,1,0,1.0,4.0,5.0
GA,13027,EP_DISABL,5,5,0,1,0,0.0,4.0,5.0
GA,13027,EP_SNGPNT,5,5,1,1,0,1.0,4.0,5.0
GA,13027,EP_LIMENG,5,5,0,1,0,0.0,4.0,5.0
GA,13027,EP_MINRTY,5,5,0,1,0,0.0,4.0,5.0
GA,13027,EP_MUNIT,5,5,0,1,0,0.0,4.0,5.0
GA,13027,EP_MOBILE,5,5,0,1,0,0.0,4.0,5.0
GA,13027,EP_CROWD,5,5,1,1,0,1.0,4.0,5.0
GA,13027,EP_NOVEH,5,5,1,1,0,1.0,4.0,5.0
GA,13027,EP_GROUPQ,5,4,0,1,0,0.0,3.0,5.0
GA,13029,EP_POV,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_UNEMP,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_NOHSDP,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_UNINSUR,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_AGE65,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_AGE17,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_DISABL,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_SNGPNT,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_LIMENG,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_MINRTY,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_MUNIT,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_MOBILE,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_CROWD,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_NOVEH,6,6,0,2,0,0.0,4.0,6.0
GA,13029,EP_GROUPQ,6,3,0,2,0,0.0,1.0,6.0
GA,13031,EP_POV,12,12,1,1,0,1.0,11.0,12.0
GA,13031,EP_UNEMP,12,12,1,1,0,1.0,11.0,12.0
GA,13031,EP_NOHSDP,12,12,2,1,0,2.0,11.0,12.0
GA,13031,EP_UNINSUR,12,12,1,1,0,1.0,11.0,12.0
GA,13031,EP_AGE65,12,12,0,1,0,0.0,11.0,12.0
GA,13031,EP_AGE17,12,12,0,1,0,0.0,11.0,12.0
GA,13031,EP_DISABL,12,12,0,1,0,0.0,11.0,12.0
GA,13031,EP_SNGPNT,12,12,0,1,0,0.0,11.0,12.0
GA,13031,EP_LIMENG,12,10,1,1,0,1.0,9.0,12.0
GA,13031,EP_MINRTY,12,12,2,1,0,2.0,11.0,12.0
GA,13031,EP_MUNIT,12,11,1,1,0,1.0,10.0,12.0
GA,13031,EP_MOBILE,12,12,0,1,0,0.0,11.0,12.0
GA,13031,EP_CROWD,12,12,2,1,0,2.0,11.0,12.0
GA,13031,EP_NOVEH,12,12,1,1,0,1.0,11.0,12.0
GA,13031,EP_GROUPQ,12,11,1,1,0,1.0,10.0,12.0
GA,13033,EP_POV,6,6,1,1,0,1.0,5.0,6.0
GA,13033,EP_UNEMP,6,6,0,1,0,0.0,5.0,6.0
GA,13033,EP_NOHSDP,6,6,0,1,0,0.0,5.0,6.0
GA,13033,EP_UNINSUR,6,6,0,1,0,0.0,5.0,6.0
GA,13033,EP_AGE65,6,6,0,1,0,0.0,5.0,6.0
GA,13033,EP_AGE17,6,6,0,1,0,0.0,5.0,6.0
GA,13033,EP_DISABL,6,6,0,1,0,0.0,5.0,6.0
GA,13033,EP_SNGPNT,6,6,1,1,0,1.0,5.0,6.0
GA,13033,EP_LIMENG,6,4,0,1,0,0.0,3.0,6.0
GA,13033,EP_MINRTY,6,6,1,1,0,1.0,5.0,6.0
GA,13033,EP_MUNIT,6,3,1,1,0,1.0,2.0,6.0
GA,13033,EP_MOBILE,6,6,0,1,0,0.0,5.0,6.0
GA,13033,EP_CROWD,6,5,1,1,0,1.0,4.0,6.0
GA,13033,EP_NOVEH,6,6,1,1,0,1.0,5.0,6.0
GA,13033,EP_GROUPQ,6,4,0,1,0,0.0,3.0,6.0
GA,13035,EP_POV,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_UNEMP,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_NOHSDP,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_UNINSUR,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_AGE65,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_AGE17,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_DISABL,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_SNGPNT,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_LIMENG,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_MINRTY,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_MUNIT,3,2,0,1,0,0.0,1.0,3.0
GA,13035,EP_MOBILE,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_CROWD,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_NOVEH,3,3,0,1,0,0.0,2.0,3.0
GA,13035,EP_GROUPQ,3,3,0,1,0,0.0,2.0,3.0
GA,13039,EP_POV,10,10,0,1,0,0.0,9.0,10.0
GA,13039,EP_UNEMP,10,10,0,1,0,0.0,9.0,10.0
GA,13039,EP_NOHSDP,10,10,0,1,0,0.0,9.0,10.0
GA,13039,EP_UNINSUR,10,10,0,1,0,0.0,9.0,10.0
GA,13039,EP_AGE65,10,10,0,1,0,0.0,9.0,10.0
GA,13039,EP_AGE17,10,10,1,1,0,1.0,9.0,10.0
GA,13039,EP_DISABL,10,10,0,1,0,0.0,9.0,10.0
GA,13039,EP_SNGPNT,10,10,0,1,0,0.0,9.0,10.0
GA,13039,EP_LIMENG,10,9,0,1,0,0.0,8.0,10.0
GA,13039,EP_MINRTY,10,10,0,1,0,0.0,9.0,10.0
GA,13039,EP_MUNIT,10,9,1,1,0,1.0,8.0,10.0
GA,13039,EP_MOBILE,10,10,0,1,0,0.0,9.0,10.0
GA,13039,EP_CROWD,10,10,1,1,0,1.0,9.0,10.0
GA,13039,EP_NOVEH,10,9,0,1,0,0.0,8.0,10.0
GA,13039,EP_GROUPQ,10,7,1,1,0,1.0,6.0,10.0
GA,13045,EP_POV,17,17,2,1,0,2.0,16.0,17.0
GA,13045,EP_UNEMP,17,17,1,1,0,1.0,16.0,17.0
GA,13045,EP_NOHSDP,17,17,1,1,0,1.0,16.0,17.0
GA,13045,EP_UNINSUR,17,17,1,1,0,1.0,16.0,17.0
GA,13045,EP_AGE65,17,17,0,1,0,0.0,16.0,17.0
GA,13045,EP_AGE17,17,17,0,1,0,0.0,16.0,17.0
GA,13045,EP_DISABL,17,17,1,1,0,1.0,16.0,17.0
GA,13045,EP_SNGPNT,17,17,3,1,0,3.0,16.0,17.0
GA,13045,EP_LIMENG,17,16,1,1,0,1.0,15.0,17.0
GA,13045,EP_MINRTY,17,17,1,1,0,1.0,16.0,17.0
GA,13045,EP_MUNIT,17,15,2,1,0,2.0,14.0,17.0
GA,13045,EP_MOBILE,17,17,0,1,0,0.0,16.0,17.0
GA,13045,EP_CROWD,17,15,1,1,0,1.0,14.0,17.0
GA,13045,EP_NOVEH,17,17,2,1,0,2.0,16.0,17.0
GA,13045,EP_GROUPQ,17,12,2,1,0,2.0,11.0,17.0
GA,13047,EP_POV,11,11,1,1,0,1.0,10.0,11.0
GA,13047,EP_UNEMP,11,11,0,1,0,0.0,10.0,11.0
GA,13047,EP_NOHSDP,11,11,0,1,0,0.0,10.0,11.0
GA,13047,EP_UNINSUR,11,11,0,1,0,0.0,10.0,11.0
GA,13047,EP_AGE65,11,11,0,1,0,0.0,10.0,11.0
GA,13047,EP_AGE17,11,11,0,1,0,0.0,10.0,11.0
GA,13047,EP_DISABL,11,11,0,1,0,0.0,10.0,11.0
GA,13047,EP_SNGPNT,11,11,1,1,0,1.0,10.0,11.0
GA,13047,EP_LIMENG,11,10,0,1,0,0.0,9.0,11.0
GA,13047,EP_MINRTY,11,11,0,1,0,0.0,10.0,11.0
GA,13047,EP_MUNIT,11,8,1,1,0,1.0,7.0,11.0
GA,13047,EP_MOBILE,11,11,0,1,0,0.0,10.0,11.0
GA,13047,EP_CROWD,11,9,0,1,0,0.0,8.0,11.0
GA,13047,EP_NOVEH,11,11,0,1,0,0.0,10.0,11.0
GA,13047,EP_GROUPQ,11,7,1,1,0,1.0,6.0,11.0
GA,13051,EP_POV,69,69,7,1,0,7.0,68.0,69.0
GA,13051,EP_UNEMP,69,69,6,1,0,6.0,68.0,69.0
GA,13051,EP_NOHSDP,69,69,9,1,0,9.0,68.0,69.0
GA,13051,EP_UNINSUR,69,69,5,1,0,5.0,68.0,69.0
GA,13051,EP_AGE65,69,69,7,1,0,7.0,68.0,69.0
GA,13051,EP_AGE17,69,69,5,1,0,5.0,68.0,69.0
GA,13051,EP_DISABL,69,69,8,1,0,8.0,68.0,69.0
GA,13051,EP_SNGPNT,69,69,7,1,0,7.0,68.0,69.0
GA,13051,EP_LIMENG,69,60,7,1,0,7.0,59.0,69.0
GA,13051,EP_MINRTY,69,69,6,1,0,6.0,68.0,69.0
GA,13051,EP_MUNIT,69,63,7,1,0,7.0,62.0,69.0
GA,13051,EP_MOBILE,69,60,7,1,0,7.0,59.0,69.0
GA,13051,EP_CROWD,69,64,8,1,0,8.0,63.0,69.0
GA,13051,EP_NOVEH,69,69,6,1,0,6.0,68.0,69.0
GA,13051,EP_GROUPQ,69,52,4,1,0,4.0,51.0,69.0
GA,13053,EP_POV,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_UNEMP,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_NOHSDP,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_UNINSUR,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_AGE65,4,3,0,1,0,0.0,2.0,4.0
GA,13053,EP_AGE17,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_DISABL,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_SNGPNT,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_LIMENG,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_MINRTY,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_MUNIT,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_MOBILE,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_CROWD,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_NOVEH,4,4,0,1,0,0.0,3.0,4.0
GA,13053,EP_GROUPQ,4,4,0,1,0,0.0,3.0,4.0
GA,13055,EP_POV,6,6,1,1,0,1.0,5.0,6.0
GA,13055,EP_UNEMP,6,6,0,1,0,0.0,5.0,6.0
GA,13055,EP_NOHSDP,6,6,1,1,0,1.0,5.0,6.0
GA,13055,EP_UNINSUR,6,6,0,1,0,0.0,5.0,6.0
GA,13055,EP_AGE65,6,6,0,1,0,0.0,5.0,6.0
GA,13055,EP_AGE17,6,6,0,1,0,0.0,5.0,6.0
GA,13055,EP_DISABL,6,6,0,1,0,0.0,5.0,6.0
GA,13055,EP_SNGPNT,6,6,0,1,0,0.0,5.0,6.0
GA,13055,EP_LIMENG,6,3,0,1,0,0.0,2.0,6.0
GA,13055,EP_MINRTY,6,6,1,1,0,1.0,5.0,6.0
GA,13055,EP_MUNIT,6,4,1,1,0,1.0,3.0,6.0
GA,13055,EP_MOBILE,6,6,0,1,0,0.0,5.0,6.0
GA,13055,EP_CROWD,6,6,0,1,0,0.0,5.0,6.0
GA,13055,EP_NOVEH,6,6,1,1,0,1.0,5.0,6.0
GA,13055,EP_GROUPQ,6,6,1,1,0,1.0,5.0,6.0
GA,13057,EP_POV,26,26,1,1,0,1.0,25.0,26.0
GA,13057,EP_UNEMP,26,26,1,1,0,1.0,25.0,26.0
GA,13057,EP_NOHSDP,26,26,2,1,0,2.0,25.0,26.0
GA,13057,EP_UNINSUR,26,26,2,1,0,2.0,25.0,26.0
GA,13057,EP_AGE65,26,26,1,1,0,1.0,25.0,26.0
GA,13057,EP_AGE17,26,26,2,1,0,2.0,25.0,26.0
GA,13057,EP_DISABL,26,26,0,1,0,0.0,25.0,26.0
GA,13057,EP_SNGPNT,26,26,2,1,0,2.0,25.0,26.0
GA,13057,EP_LIMENG,26,26,2,1,0,2.0,25.0,26.0
GA,13057,EP_MINRTY,26,26,1,1,0,1.0,25.0,26.0
GA,13057,EP_MUNIT,26,20,1,1,0,1.0,19.0,26.0
GA,13057,EP_MOBILE,26,25,2,1,0,2.0,24.0,26.0
GA,13057,EP_CROWD,26,22,2,1,0,2.0,21.0,26.0
GA,13057,EP_NOVEH,26,26,1,1,0,1.0,25.0,26.0
GA,13057,EP_GROUPQ,26,10,2,1,0,2.0,9.0,26.0
GA,13059,EP_POV,30,30,1,1,0,1.0,29.0,30.0
GA,13059,EP_UNEMP,30,30,2,1,0,2.0,29.0,30.0
GA,13059,EP_NOHSDP,30,30,2,1,0,2.0,29.0,30.0
GA,13059,EP_UNINSUR,30,30,3,1,0,3.0,29.0,30.0
GA,13059,EP_AGE65,30,30,3,1,0,3.0,29.0,30.0
GA,13059,EP_AGE17,30,30,3,1,0,3.0,29.0,30.0
GA,13059,EP_DISABL,30,30,4,1,0,4.0,29.0,30.0
GA,13059,EP_SNGPNT,30,30,2,1,0,2.0,29.0,30.0
GA,13059,EP_LIMENG,30,30,2,1,0,2.0,29.0,30.0
GA,13059,EP_MINRTY,30,30,3,1,0,3.0,29.0,30.0
GA,13059,EP_MUNIT,30,30,3,1,0,3.0,29.0,30.0
GA,13059,EP_MOBILE,30,23,1,1,0,1.0,22.0,30.0
GA,13059,EP_CROWD,30,29,3,1,0,3.0,28.0,30.0
GA,13059,EP_NOVEH,30,30,3,1,0,3.0,29.0,30.0
GA,13059,EP_GROUPQ,30,22,3,1,0,3.0,21.0,30.0
GA,13063,EP_POV,49,49,4,1,0,4.0,48.0,49.0
GA,13063,EP_UNEMP,49,49,5,1,0,5.0,48.0,49.0
GA,13063,EP_NOHSDP,49,49,3,1,0,3.0,48.0,49.0
GA,13063,EP_UNINSUR,49,49,2,1,0,2.0,48.0,49.0
GA,13063,EP_AGE65,49,49,2,1,0,2.0,48.0,49.0
GA,13063,EP_AGE17,49,49,4,1,0,4.0,48.0,49.0
GA,13063,EP_DISABL,49,49,3,1,0,3.0,48.0,49.0
GA,13063,EP_SNGPNT,49,49,4,1,0,4.0,48.0,49.0
GA,13063,EP_LIMENG,49,49,2,1,0,2.0,48.0,49.0
GA,13063,EP_MINRTY,49,49,2,1,0,2.0,48.0,49.0
GA,13063,EP_MUNIT,49,44,2,1,0,2.0,43.0,49.0
GA,13063,EP_MOBILE,49,28,3,1,0,3.0,27.0,49.0
GA,13063,EP_CROWD,49,49,5,1,0,5.0,48.0,49.0
GA,13063,EP_NOVEH,49,49,4,1,0,4.0,48.0,49.0
GA,13063,EP_GROUPQ,49,30,4,1,0,4.0,29.0,49.0
GA,13067,EP_POV,120,120,9,1,0,9.0,119.0,120.0
GA,13067,EP_UNEMP,120,120,12,1,0,12.0,119.0,120.0
GA,13067,EP_NOHSDP,120,120,8,1,0,8.0,119.0,120.0
GA,13067,EP_UNINSUR,120,120,11,1,0,11.0,119.0,120.0
GA,13067,EP_AGE65,120,120,9,1,0,9.0,119.0,120.0
GA,13067,EP_AGE17,120,120,13,1,0,13.0,119.0,120.0
GA,13067,EP_DISABL,120,120,10,1,0,10.0,119.0,120.0
GA,13067,EP_SNGPNT,120,120,12,1,0,12.0,119.0,120.0
GA,13067,EP_LIMENG,120,118,12,1,0,12.0,117.0,120.0
GA,13067,EP_MINRTY,120,120,8,1,0,8.0,119.0,120.0
GA,13067,EP_MUNIT,120,85,10,1,0,10.0,84.0,120.0
GA,13067,EP_MOBILE,120,62,13,1,0,13.0,61.0,120.0
GA,13067,EP_CROWD,120,87,14,1,0,14.0,86.0,120.0
GA,13067,EP_NOVEH,120,116,15,1,0,15.0,115.0,120.0
GA,13067,EP_GROUPQ,120,63,14,1,0,14.0,62.0,120.0
GA,13071,EP_POV,10,10,1,1,0,1.0,9.0,10.0
GA,13071,EP_UNEMP,10,10,1,1,0,1.0,9.0,10.0
GA,13071,EP_NOHSDP,10,10,1,1,0,1.0,9.0,10.0
GA,13071,EP_UNINSUR,10,10,0,1,0,0.0,9.0,10.0
GA,13071,EP_AGE65,10,10,0,1,0,0.0,9.0,10.0
GA,13071,EP_AGE17,10,10,1,1,0,1.0,9.0,10.0
GA,13071,EP_DISABL,10,10,1,1,0,1.0,9.0,10.0
GA,13071,EP_SNGPNT,10,10,1,1,0,1.0,9.0,10.0
GA,13071,EP_LIMENG,10,10,1,1,0,1.0,9.0,10.0
GA,13071,EP_MINRTY,10,10,1,1,0,1.0,9.0,10.0
GA,13071,EP_MUNIT,10,8,1,1,0,1.0,7.0,10.0
GA,13071,EP_MOBILE,10,10,0,1,0,0.0,9.0,10.0
GA,13071,EP_CROWD,10,10,1,1,0,1.0,9.0,10.0
GA,13071,EP_NOVEH,10,10,1,1,0,1.0,9.0,10.0
GA,13071,EP_GROUPQ,10,7,1,1,0,1.0,6.0,10.0
GA,13073,EP_POV,20,20,2,1,0,2.0,19.0,20.0
GA,13073,EP_UNEMP,20,20,0,1,0,0.0,19.0,20.0
GA,13073,EP_NOHSDP,20,20,1,1,0,1.0,19.0,20.0
GA,13073,EP_UNINSUR,20,20,1,1,0,1.0,19.0,20.0
GA,13073,EP_AGE65,20,20,2,1,0,2.0,19.0,20.0
GA,13073,EP_AGE17,20,20,2,1,0,2.0,19.0,20.0
GA,13073,EP_DISABL,20,20,0,1,0,0.0,19.0,20.0
GA,13073,EP_SNGPNT,20,20,2,1,0,2.0,19.0,20.0
GA,13073,EP_LIMENG,20,20,1,1,0,1.0,19.0,20.0
GA,13073,EP_MINRTY,20,20,2,1,0,2.0,19.0,20.0
GA,13073,EP_MUNIT,20,16,1,1,0,1.0,15.0,20.0
GA,13073,EP_MOBILE,20,18,0,1,0,0.0,17.0,20.0
GA,13073,EP_CROWD,20,16,2,1,0,2.0,15.0,20.0
GA,13073,EP_NOVEH,20,20,1,1,0,1.0,19.0,20.0
GA,13073,EP_GROUPQ,20,14,1,1,0,1.0,13.0,20.0
GA,13077,EP_POV,20,20,1,1,0,1.0,19.0,20.0
GA,13077,EP_UNEMP,20,20,3,1,0,3.0,19.0,20.0
GA,13077,EP_NOHSDP,20,20,1,1,0,1.0,19.0,20.0
GA,13077,EP_UNINSUR,20,20,1,1,0,1.0,19.0,20.0
GA,13077,EP_AGE65,20,20,3,1,0,3.0,19.0,20.0
GA,13077,EP_AGE17,20,20,1,1,0,1.0,19.0,20.0
GA,13077,EP_DISABL,20,20,2,1,0,2.0,19.0,20.0
GA,13077,EP_SNGPNT,20,20,2,1,0,2.0,19.0,20.0
GA,13077,EP_LIMENG,20,16,1,1,0,1.0,15.0,20.0
GA,13077,EP_MINRTY,20,20,1,1,0,1.0,19.0,20.0
GA,13077,EP_MUNIT,20,13,1,1,0,1.0,12.0,20.0
GA,13077,EP_MOBILE,20,19,1,1,0,1.0,18.0,20.0
GA,13077,EP_CROWD,20,19,1,1,0,1.0,18.0,20.0
GA,13077,EP_NOVEH,20,20,1,1,0,1.0,19.0,20.0
GA,13077,EP_GROUPQ,20,4,1,1,0,1.0,3.0,20.0
GA,13081,EP_POV,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_UNEMP,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_NOHSDP,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_UNINSUR,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_AGE65,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_AGE17,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_DISABL,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_SNGPNT,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_LIMENG,6,4,0,1,0,0.0,3.0,6.0
GA,13081,EP_MINRTY,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_MUNIT,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_MOBILE,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_CROWD,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_NOVEH,6,6,0,1,0,0.0,5.0,6.0
GA,13081,EP_GROUPQ,6,3,0,1,0,0.0,2.0,6.0
GA,13083,EP_POV,4,4,0,1,0,0.0,3.0,4.0
GA,13083,EP_UNEMP,4,4,0,1,0,0.0,3.0,4.0
GA,13083,EP_NOHSDP,4,4,0,1,0,0.0,3.0,4.0
